,,,,,,,,,水質,,,,,,,,,,,,地質,,,,,底質汙染物,,,,,,,,藻礁生態系,,,,,,,,,,,,,,,
2021,2,1,W,BY,3,BY3-L,L,7:17,15.6 ,32.6 ,8.01 ,9.51 ,94.9 ,15.40 ,0.02,0.29,0.09,0.2,,3.551 ,0.01666666667,0.000,2.167,22.833,3.667,0,0,27.8,37.9,30.6,18.3,133,14.2,36,0,12.00,0.00,0.00,6300,300,0,1000,100,0,0,0,3600,0,1
2021,2,2,W,G1,1,G1-1-H,H,6:48,15.4 ,32.8 ,8.00 ,9.69 ,96.4 ,16.00 ,0.02,0.26,0.09,0.156,,3.364 ,31.83333333,,,,,,,,,,,,,9,1,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,
2021,2,2,W,G1,1,G1-1-M,M,6:55,15.6 ,33.0 ,8.00 ,9.75 ,97.5 ,19.00 ,0.02,0.26,0.06,0.125,,3.381 ,0.9166666667,2.167,0.000,22.833,2.500,,,,,,,,,36,3,0.00,0.00,0.00,0,500,100,600,0,0,0,0,0,0,
2021,2,2,W,G1,1,G1-1-L,L,7:03,15.7 ,32.9 ,8.01 ,9.68 ,97.0 ,11.40 ,0.02,0.25,0.06,0.12,,2.917 ,0.9666666667,0.667,0.000,24.333,9.833,0,0,25.6,43,27.8,16.2,132,17.9,36,4,1.33,6.67,0.00,3900,300,0,500,100,0,0,0,500,0,0
2021,2,,W,G1,2,G1-2-H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,52,1,1.33,29.33,0.00,2100,0,0,200,0,0,0,0,0,0,
2021,2,,W,G1,2,G1-2-M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,60,10,2.67,9.33,0.00,5900,300,0,100,200,0,0,0,2300,0,
2021,2,,W,G1,2,G1-2-L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,44,2,0.00,16.00,0.00,3900,1800,0,100,400,0,0,0,1100,0,6
2021,2,2,W,G1,3,G1-3-H,H,8:03,15.4 ,31.6 ,8.08 ,9.96 ,99.5 ,2.60 ,0.02,0.18,0.35,0.125,,2.173 ,1.583333333,4.167,0.000,20.833,15.333,,,,,,,,,32,2,1.33,8.00,0.00,1000,2900,0,0,0,0,0,0,500,0,
2021,2,2,W,G1,3,G1-3-M,M,7:47,15.8 ,32.9 ,8.02 ,9.82 ,98.7 ,9.40 ,0.02,0.25,0.07,0.133,,2.072 ,1.516666667,4.000,0.000,21.000,15.167,,,,,,,,,52,1,6.67,38.67,0.00,5300,800,0,1000,200,0,0,0,200,0,
2021,2,2,W,G1,3,G1-3-L,L,7:36,15.9 ,32.7 ,8.01 ,9.66 ,97.0 ,18.40 ,0.02,0.24,0.07,0.102,,3.652 ,0.5166666667,1.000,0.000,24.000,4.000,0,0,27,39.6,29.9,16.7,135,14.9,16,4,10.67,5.33,0.00,5400,1900,0,800,400,0,0,0,2700,0,0
2021,2,2,W,G2,1,G2-1-H,H,7:31,15.6 ,33.4 ,8.11 ,10.23 ,102.9 ,7.60 ,0.02,0.23,0.14,0.151,,2.533 ,1.35,3.667,0.333,21.000,5.333,,,,,,,,,10,6,14.67,0.00,0.00,2600,600,0,1500,0,0,0,0,2000,0,
2021,2,2,W,G2,1,G2-1-M,M,7:21,15.6 ,33.4 ,8.03 ,10.20 ,100.2 ,5.00 ,0.02,0.23,0.08,0.107,,5.692 ,3.866666667,2.167,0.000,23.167,11.333,,,,,,,,,20,6,4.00,1.33,0.00,2900,1000,0,1600,0,0,0,100,2900,0,
2021,2,2,W,G2,1,G2-1-L,L,7:16,15.2 ,33.4 ,8.10 ,10.48 ,104.3 ,15.30 ,0.02,0.25,0.08,0.142,,1.767 ,0.55,0.167,0.000,24.833,6.000,0.054,0,16.8,43.2,18.9,15.3,92.5,22.1,44,2,0.00,0.00,0.00,6600,1400,0,900,1200,0,0,100,5000,0,7
2021,2,,W,G2,2,G2-2-H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16,0.00,0.00,0.00,3800,1500,0,2600,100,0,0,100,11400,0,
2021,2,,W,G2,2,G2-2-M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,12,8,0.00,0.00,0.00,7100,1500,0,1300,0,0,0,100,4300,0,
2021,2,,W,G2,2,G2-2-L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,0.00,0.00,0.00,2000,800,0,600,800,0,0,0,3700,0,4
2021,2,2,W,G2,3,G2-3-H,H,8:08,15.0 ,33.5 ,8.15 ,11.31 ,112.2 ,7.80 ,0.02,0.22,0.07,0.151,,6.145 ,0.9,5.333,0.000,19.667,0.000,,,,,,,,,6,12,36.00,0.00,0.00,1600,1800,0,3100,0,0,0,100,8500,100,
2021,2,2,W,G2,3,G2-3-M,M,7:44,15.1 ,33.4 ,8.14 ,11.40 ,113.1 ,4.30 ,0.02,0.22,0.07,0.12,,0.204 ,1.633333333,4.000,0.000,21.000,9.333,,,,,,,,,8,20,0.00,0.00,0.00,4100,1600,0,1200,500,0,0,100,12100,0,
2021,2,2,W,G2,3,G2-3-L,L,7:36,15.7 ,33.4 ,8.14 ,10.43 ,105.0 ,16.60 ,0.02,0.25,0.08,0.111,,1.266 ,0.65,2.500,0.000,22.500,3.000,0,0,19,49.8,22.3,15.1,111,16.1,32,9,2.67,0.00,0.00,3600,100,100,400,100,0,0,0,3300,0,0
2021,2,1,W,KS,1,KS1-H,H,6:35,13.8 ,33.3 ,8.14 ,9.54 ,92.1 ,10.60 ,0.02,0.3,0.08,0.182,,6.456 ,1.566666667,3.333,0.000,21.667,10.333,,,,,,,,,6.3,5.7,0.00,0.00,0.00,700,2600,0,500,0,0,0,0,2300,0,
2021,2,1,W,KS,1,KS1-M,M,6:30,14.9 ,33.2 ,8.12 ,9.60 ,95.0 ,4.90 ,0.02,0.32,0.11,0.151,,1.755 ,1.633333333,3.667,1.000,20.333,8.333,,,,,,,,,27.3,9.3,0.00,1.33,0.00,2100,800,0,500,1100,0,0,0,3500,0,
2021,2,1,W,KS,1,KS1-L,L,6:25,15.0 ,33.3 ,8.07 ,9.55 ,94.6 ,10.70 ,0.02,0.33,0.09,0.138,,5.420 ,1.533333333,2.667,0.667,21.667,6.667,0.053,0,28,31.1,27.6,17.3,131,19.6,32,18.7,2.67,1.33,0.00,3500,1200,100,0,2000,0,0,0,5100,0,0
2021,2,1,W,KS,2,KS2-H,H,7:12,13.7 ,32.4 ,8.10 ,10.62 ,102.2 ,4.80 ,0.02,0.36,0.06,0.151,,0.213 ,1.916666667,5.333,1.000,18.667,2.667,,,,,,,,,18.3,7.3,29.33,1.33,0.00,800,5000,1200,700,400,0,0,100,900,0,
2021,2,1,W,KS,2,KS2-M,M,7:07,14.0 ,33.2 ,8.11 ,10.77 ,104.4 ,3.80 ,0.02,0.32,0.07,0.12,,1.765 ,1.55,3.333,6.333,15.333,5.333,,,,,,,,,55.3,2.3,64.00,1.33,0.00,5300,500,0,500,200,0,0,0,1900,0,
2021,2,1,W,KS,2,KS2-L,L,7:01,14.9 ,32.4 ,8.10 ,8.14 ,85.5 ,12.10 ,0.02,0.34,0.12,0.111,,1.799 ,2.533333333,1.667,1.333,22.333,5.333,0.054,0,16.2,15.6,13.7,12.9,67.9,18.9,75.7,2.7,26.67,20.00,0.00,6300,3100,0,3500,300,0,0,0,3000,200,0
2021,2,1,W,KS,3,KS3-H,H,7:39,14.6 ,33.4 ,8.08 ,11.19 ,109.4 ,3.70 ,0.02,0.29,0.08,0.125,,1.055 ,1.366666667,4.000,3.333,17.667,1.667,,,,,,,,,24,6.3,170.67,0.00,0.00,8200,1300,0,1500,600,100,0,0,12800,0,
2021,2,1,W,KS,3,KS3-M,M,7:36,14.8 ,33.4 ,8.09 ,10.52 ,103.8 ,9.60 ,0.02,0.3,0.08,0.129,,2.881 ,1.833333333,4.333,1.667,19.000,5.000,,,,,,,,,19.3,8.3,10.67,0.00,0.00,5500,1700,0,700,1800,0,0,0,12200,0,
2021,2,1,W,KS,3,KS3-L,L,7:30,14.7 ,33.2 ,8.08 ,9.83 ,97.2 ,6.10 ,0.02,0.31,0.08,0.138,,1.153 ,5.6,3.333,2.333,19.333,1.667,0.054,0,27.1,20.6,29.3,16.1,123,14.7,44,18.7,0.00,0.00,0.00,3700,1800,100,0,1500,0,0,0,2800,0,0
2021,2,1,W,KS,1,KS1滿,滿,13:21,17.1 ,33.2 ,8.07 ,10.30 ,106.5 ,17.40 ,0.02,0.3,0.12,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,1,W,KS,2,KS2滿,滿,13:35,16.9 ,33.2 ,8.11 ,9.93 ,102.5 ,45.80 ,0.02,0.29,0.11,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,1,W,KS,3,KS3滿,滿,13:43,16.8 ,33.3 ,8.09 ,10.10 ,104.0 ,16.90 ,0.02,0.26,0.13,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,1,W,G1,,G1滿,滿,14:00,18.3 ,32.9 ,8.03 ,9.60 ,101.6 ,31.90 ,0.02,0.29,0.09,0.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,1,W,G2,,G2滿,滿,13:35,17.5 ,32.9 ,8.06 ,9.79 ,102.5 ,17.30 ,0.02,0.28,0.12,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,29,SP,BY,1,BY1-H,H,15:21,22.6 ,33.7 ,8.3 ,11.76 ,137.40 ,9.7 ,0.02 ,0.12 ,0.09 ,0.091 ,,,1.05,6.000,2.667,16.333,12.667,,,,,,,,,16,4,,,,,,,,,,,,,,
2021,3,29,SP,BY,1,BY1-M,M,15:02,22.3 ,33.6 ,8.1 ,11.90 ,129.40 ,22.6 ,0.02 ,0.12 ,0.07 ,0.085 ,,,1.416666667,9.333,2.667,13.000,6.333,,,,,,,,,6,8,,,,,,,,,,,,,,
2021,3,29,SP,BY,1,BY1-L,L,15:14,22.0 ,33.6 ,8.3 ,11.23 ,127.80 ,14.3 ,0.02 ,0.12 ,0.06 ,0.075 ,,,1.25,1.667,0.500,22.833,2.833,,,,,,,,,25,10,,,,,,,,,,,,,,
2021,3,29,SP,BY,2,BY2-H,H,15:52,22.0 ,32.8 ,8.2 ,8.97 ,102.90 ,9.9 ,0.01 ,0.13 ,0.05 ,0.092 ,,,1.266666667,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,
2021,3,29,SP,BY,2,BY2-M,M,15:40,21.5 ,33.7 ,8.2 ,10.39 ,117.60 ,7.9 ,0.02 ,0.11 ,0.07 ,0.065 ,,,0.7833333333,,,,,,,,,,,,,60,8,,,,,,,,,,,,,,
2021,3,29,SP,BY,2,BY2-L,L,15:45,21.6 ,33.7 ,8.3 ,10.25 ,107.10 ,8.3 ,0.02 ,0.11 ,0.05 ,0.075 ,,,1.183333333,,,,,,,,,,,,,44,14,,,,,,,,,,,,,,
2021,3,29,SP,BY,3,BY3-H,H,16:16,21.4 ,33.6 ,8.2 ,10.14 ,116.00 ,8.0 ,0.01 ,0.18 ,0.07 ,0.063 ,,,0.7333333333,,,,,,,,,,,,,12,2,,,,,,,,,,,,,,
2021,3,29,SP,BY,3,BY3-M,M,16:08,21.0 ,33.9 ,8.2 ,9.89 ,111.50 ,8.2 ,0.02 ,0.12 ,0.08 ,0.071 ,,,0.3166666667,,,,,,,,,,,,,20,0,,,,,,,,,,,,,,
2021,3,29,SP,BY,3,BY3-L,L,16:03,21.0 ,33.9 ,8.2 ,10.32 ,116.90 ,8.4 ,0.01 ,0.12 ,0.06 ,0.078 ,,,0.8833333333,,,,,,,,,,,,,20,4,,,,,,,,,,,,,,
2021,3,30,SP,G1,1,G1-1-H,H,5:36,21.3 ,33.8 ,8.0 ,8.03 ,91.50 ,8.5 ,0.01 ,0.12 ,0.10 ,0.077 ,,,19.75,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,
2021,3,30,SP,G1,1,G1-1-M,M,5:42,21.7 ,32.0 ,8.0 ,8.48 ,96.80 ,7.6 ,0.01 ,0.13 ,0.15 ,0.087 ,,,4.533333333,,,,,,,,,,,,,12,4,,,,,,,,,,,,,,
2021,3,30,SP,G1,1,G1-1-L,L,5:47,21.6 ,33.8 ,8.0 ,8.22 ,93.50 ,9.9 ,0.01 ,0.12 ,0.09 ,0.073 ,,,0.9833333333,,,,,,,,,,,,,40,8,,,,,,,,,,,,,,
,,,SP,G1,2,G1-2-H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1,,,,,,,,,,,,,,
,,,SP,G1,2,G1-2-M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4,,,,,,,,,,,,,,
,,,SP,G1,2,G1-2-L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,56,4,,,,,,,,,,,,,,
2021,3,30,SP,G1,3,G1-3-H,H,6:28,21.7 ,33.6 ,8.0 ,7.97 ,91.40 ,7.7 ,0.01 ,0.09 ,0.17 ,0.049 ,,,0.6833333333,,,,,,,,,,,,,56,1,,,,,,,,,,,,,,
2021,3,30,SP,G1,3,G1-3-M,M,6:06,21.3 ,33.9 ,8.1 ,8.25 ,94.00 ,5.4 ,0.01 ,0.10 ,0.11 ,0.064 ,,,1.05,,,,,,,,,,,,,16,4,,,,,,,,,,,,,,
2021,3,30,SP,G1,3,G1-3-L,L,6:01,21.3 ,33.9 ,8.1 ,8.02 ,91.20 ,17.8 ,0.01 ,0.07 ,0.08 ,0.091 ,,,0.4166666667,,,,,,,,,,,,,48,2,,,,,,,,,,,,,,
2021,3,30,SP,G2,1,G2-1-H,H,6:00,21.3 ,33.5 ,8.0 ,8.10 ,91.40 ,10.3 ,0.01 ,0.09 ,0.14 ,0.050 ,,,0.75,,,,,,,,,,,,,0,14,,,,,,,,,,,,,,
2021,3,30,SP,G2,1,G2-1-M,M,5:54,21.4 ,33.6 ,8.1 ,8.19 ,92.50 ,6.6 ,0.01 ,0.09 ,0.10 ,0.045 ,,,0.7333333333,,,,,,,,,,,,,20,2,,,,,,,,,,,,,,
2021,3,30,SP,G2,1,G2-1-L,L,5:48,21.2 ,33.7 ,8.0 ,8.13 ,91.60 ,7.4 ,0.01 ,0.09 ,0.14 ,0.056 ,,,0.6333333333,,,,,,,,,,,,,25,8,,,,,,,,,,,,,,
,,,SP,G2,2,G2-2-H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,
,,,SP,G2,2,G2-2-M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,15,8,,,,,,,,,,,,,,
,,,SP,G2,2,G2-2-L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,52,3,,,,,,,,,,,,,,
2021,3,30,SP,G2,3,G2-3-H,H,6:27,22.1 ,33.5 ,8.1 ,8.30 ,95.00 ,5.6 ,0.01 ,0.05 ,0.09 ,0.037 ,,,1,,,,,,,,,,,,,0,9,,,,,,,,,,,,,,
2021,3,30,SP,G2,3,G2-3-M,M,6:22,21.9 ,33.5 ,8.1 ,7.83 ,89.40 ,6.9 ,0.01 ,0.08 ,0.07 ,0.047 ,,,1.083333333,,,,,,,,,,,,,4,10,,,,,,,,,,,,,,
2021,3,30,SP,G2,3,G2-3-L,L,6:13,21.4 ,33.6 ,8.0 ,7.98 ,90.20 ,7.0 ,0.01 ,0.10 ,0.06 ,0.053 ,,,0.7666666667,,,,,,,,,,,,,24,4,,,,,,,,,,,,,,
2021,3,29,SP,KS,1,KS1-H,H,15:06,24.3 ,32.9 ,8.2 ,9.69 ,115.70 ,2.7 ,0.01 ,0.08 ,0.06 ,0.063 ,,,1.183333333,,,,,,,,,,,,,5.7,16,,,,,,,,,,,,,,
2021,3,29,SP,KS,1,KS1-M,M,15:13,22.2 ,33.0 ,8.2 ,9.99 ,114.20 ,7.2 ,0.01 ,0.08 ,0.07 ,0.062 ,,,0.9333333333,,,,,,,,,,,,,13,4.3,,,,,,,,,,,,,,
2021,3,29,SP,KS,1,KS1-L,L,15:17,22.0 ,33.3 ,8.2 ,10.17 ,116.30 ,9.4 ,0.02 ,0.06 ,0.06 ,0.053 ,,,1.15,,,,,,,,,,,,,15,2.3,,,,,,,,,,,,,,
2021,3,29,SP,KS,2,KS2-H,H,16:08,22.8 ,32.7 ,8.1 ,8.97 ,104.50 ,4.3 ,0.02 ,0.06 ,0.11 ,0.065 ,,,2.25,,,,,,,,,,,,,3.3,10,,,,,,,,,,,,,,
2021,3,29,SP,KS,2,KS2-M,M,16:02,22.2 ,33.3 ,8.2 ,9.07 ,111.30 ,5.4 ,0.02 ,0.08 ,0.06 ,0.068 ,,,0.5833333333,,,,,,,,,,,,,32.7,7.7,,,,,,,,,,,,,,
2021,3,29,SP,KS,2,KS2-L,L,15:55,21.9 ,33.3 ,8.2 ,9.25 ,105.50 ,17.9 ,0.01 ,0.07 ,0.05 ,0.094 ,,,0.4333333333,,,,,,,,,,,,,23.3,12,,,,,,,,,,,,,,
2021,3,29,SP,KS,3,KS3-H,H,16:40,22.1 ,33.6 ,8.3 ,12.52 ,143.50 ,5.7 ,0.02 ,0.03 ,0.06 ,0.051 ,,,0.6,,,,,,,,,,,,,10,29.3,,,,,,,,,,,,,,
2021,3,29,SP,KS,3,KS3-M,M,16:36,21.8 ,33.7 ,8.3 ,11.54 ,130.20 ,4.5 ,0.02 ,0.04 ,0.06 ,0.060 ,,,0.8,,,,,,,,,,,,,14,26.7,,,,,,,,,,,,,,
2021,3,29,SP,KS,3,KS3-L,L,16:30,21.9 ,33.7 ,8.3 ,10.10 ,115.20 ,6.2 ,0.02 ,0.04 ,0.08 ,0.051 ,,,0.6333333333,,,,,,,,,,,,,27.3,12,,,,,,,,,,,,,,
2021,3,30,SP,KS,1,KS1滿,滿,12:19,23.2 ,33.5 ,8.1 ,8.51 ,99.70 ,38.4 ,0.01 ,0.04 ,0.09 ,0.062 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,30,SP,KS,2,KS2滿,滿,12:33,23.4 ,30.1 ,8.1 ,8.51 ,100.10 ,46.8 ,0.03 ,0.16 ,1.08 ,0.538 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,30,SP,KS,3,KS3滿,滿,12:40,22.7 ,33.6 ,8.2 ,8.58 ,99.50 ,13.0 ,0.01 ,0.03 ,0.08 ,0.047 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,30,SP,G1,,G1滿,滿,12:27,24.4 ,33.4 ,8.1 ,8.08 ,98.40 ,16.9 ,0.01 ,0.09 ,0.06 ,0.060 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,30,SP,G2,,G2滿,滿,12:50,23.0 ,34.1 ,8.2 ,8.55 ,101.60 ,13.7 ,0.01 ,0.09 ,0.06 ,0.042 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,27,SP,BY,1,BY1-H,H,15:12,24.7 ,33.7 ,8.32 ,11.21 ,135.70 ,12.0 ,0.01 ,0.12 ,0.11 ,0.147 ,,,1.233333333,,,,,,,,,,,,,20,4,,,,,,,,,,,,,,
2021,4,27,SP,BY,1,BY1-M,M,15:07,24.0 ,33.2 ,8.16 ,9.84 ,116.70 ,11.9 ,0.01 ,0.18 ,0.11 ,0.175 ,,,1.583333333,,,,,,,,,,,,,48,4,,,,,,,,,,,,,,
2021,4,27,SP,BY,1,BY1-L,L,15:06,24.4 ,33.4 ,8.15 ,9.64 ,115.50 ,18.7 ,0.01 ,0.15 ,0.16 ,0.138 ,,,0.4333333333,,,,,,,,,,,,,28,4,,,,,,,,,,,,,,
2021,4,27,SP,BY,2,BY2-H,H,15:23,24.5 ,33.7 ,8.09 ,8.99 ,108.10 ,29.3 ,0.01 ,0.13 ,0.16 ,0.213 ,,,1.166666667,,,,,,,,,,,,,8,1,,,,,,,,,,,,,,
2021,4,27,SP,BY,2,BY2-M,M,15:30,24.6 ,33.7 ,8.14 ,9.16 ,109.60 ,8.7 ,0.01 ,0.14 ,0.09 ,0.133 ,,,1.5,,,,,,,,,,,,,20,4,,,,,,,,,,,,,,
2021,4,27,SP,BY,2,BY2-L,L,15:41,24.5 ,33.9 ,8.14 ,8.59 ,103.10 ,14.9 ,0.01 ,0.12 ,0.11 ,0.133 ,,,2.033333333,,,,,,,,,,,,,22,8,,,,,,,,,,,,,,
2021,4,27,SP,BY,3,BY3-H,H,16:20,24.2 ,32.1 ,8.35 ,10.79 ,128.90 ,4.1 ,0.02 ,0.22 ,0.14 ,0.128 ,,,0.6166666667,,,,,,,,,,,,,10,16,,,,,,,,,,,,,,
2021,4,27,SP,BY,3,BY3-M,M,15:50,24.4 ,33.9 ,8.18 ,9.27 ,110.70 ,12.0 ,0.01 ,0.13 ,0.15 ,0.114 ,,,0.2166666667,,,,,,,,,,,,,8,4,,,,,,,,,,,,,,
2021,4,27,SP,BY,3,BY3-L,L,15:43,24.4 ,33.9 ,8.14 ,9.50 ,113.20 ,7.8 ,0.01 ,0.12 ,0.13 ,0.128 ,,,0.2833333333,,,,,,,,,,,,,20,12,,,,,,,,,,,,,,
2021,4,28,SP,G1,1,G1-1-H,H,16:38,23.0 ,31.0 ,8.14 ,7.50 ,88.30 ,18.5 ,0.01 ,0.15 ,0.19 ,0.037 ,,,43.83333333,,,,,,,,,,,,,8,0,,,,,,,,,,,,,,
2021,4,28,SP,G1,1,G1-1-M,M,16:47,24.0 ,30.7 ,8.15 ,7.69 ,90.60 ,25.7 ,0.01 ,0.12 ,0.14 ,0.022 ,,,3.333333333,,,,,,,,,,,,,24,18,,,,,,,,,,,,,,
2021,4,28,SP,G1,1,G1-1-L,L,16:55,23.9 ,30.2 ,8.21 ,8.49 ,101.20 ,32.4 ,0.01 ,0.11 ,0.16 ,0.0092,,,0.4166666667,,,,,,,,,,,,,16,32,,,,,,,,,,,,,,
2021,4,,SP,G1,2,G1-2-H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,
2021,4,,SP,G1,2,G1-2-M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,28,8,,,,,,,,,,,,,,
2021,4,,SP,G1,2,G1-2-L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3,,,,,,,,,,,,,,
2021,4,28,SP,G1,3,G1-3-H,H,16:30,23.6 ,33.3 ,8.14 ,9.66 ,114.10 ,11.1 ,0.01 ,0.10 ,0.16 ,0.0092,,,1.8,,,,,,,,,,,,,40,4,,,,,,,,,,,,,,
2021,4,28,SP,G1,3,G1-3-M,M,16:20,24.0 ,33.4 ,8.14 ,8.84 ,104.80 ,9.6 ,0.02 ,0.10 ,0.16 ,0.0092,,,0.6,,,,,,,,,,,,,24,2,,,,,,,,,,,,,,
2021,4,28,SP,G1,3,G1-3-L,L,16:11,24.3 ,33.6 ,8.08 ,8.58 ,102.20 ,32.3 ,0.01 ,0.09 ,0.18 ,0.0092,,,0.1666666667,,,,,,,,,,,,,12,42,,,,,,,,,,,,,,
2021,4,28,SP,G2,1,G2-1-H,H,16:01,24.0 ,34.0 ,8.21 ,8.29 ,98.40 ,6.5 ,0.01 ,0.08 ,0.45 ,0.0092,,,0.4333333333,,,,,,,,,,,,,28,32,,,,,,,,,,,,,,
2021,4,28,SP,G2,1,G2-1-M,M,15:57,23.7 ,33.6 ,8.23 ,8.40 ,99.30 ,7.1 ,0.01 ,0.09 ,0.55 ,0.0092,,,0.4666666667,,,,,,,,,,,,,32,3,,,,,,,,,,,,,,
2021,4,28,SP,G2,1,G2-1-L,L,15:53,23.6 ,33.7 ,8.22 ,8.30 ,98.00 ,7.7 ,0.02 ,0.09 ,0.32 ,0.0092,,,0.4666666667,,,,,,,,,,,,,32,10,,,,,,,,,,,,,,
2021,4,,SP,G2,2,G2-2-H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,0,72,,,,,,,,,,,,,,
2021,4,,SP,G2,2,G2-2-M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,16,10,,,,,,,,,,,,,,
2021,4,,SP,G2,2,G2-2-L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3,,,,,,,,,,,,,,
2021,4,28,SP,G2,3,G2-3-H,H,16:30,22.8 ,30.2 ,8.19 ,7.55 ,87.50 ,10.0 ,0.01 ,0.13 ,0.24 ,0.020 ,,,0.65,,,,,,,,,,,,,8,4,,,,,,,,,,,,,,
2021,4,28,SP,G2,3,G2-3-M,M,16:24,22.7 ,31.8 ,8.25 ,8.36 ,96.90 ,11.9 ,0.01 ,0.10 ,0.20 ,0.0092,,,0.5,,,,,,,,,,,,,4,52,,,,,,,,,,,,,,
2021,4,28,SP,G2,3,G2-3-L,L,16:16,24.1 ,33.8 ,8.19 ,8.03 ,95.60 ,35.4 ,0.01 ,0.09 ,0.17 ,0.028 ,,,0.8166666667,,,,,,,,,,,,,28,4,,,,,,,,,,,,,,
2021,4,27,SP,KS,1,KS1-H,H,14:29,24.4 ,33.9 ,8.09 ,8.48 ,101.30 ,6.1 ,0.01 ,0.09 ,0.21 ,0.105 ,,,1.083333333,,,,,,,,,,,,,5,5.3,,,,,,,,,,,,,,
2021,4,27,SP,KS,1,KS1-M,M,14:36,24.9 ,34.1 ,8.10 ,8.72 ,104.60 ,15.0 ,0.01 ,0.11 ,0.15 ,0.142 ,,,0.95,,,,,,,,,,,,,10,7.7,,,,,,,,,,,,,,
2021,4,27,SP,KS,1,KS1-L,L,14:42,24.5 ,34.1 ,8.12 ,9.23 ,110.80 ,8.9 ,0.01 ,0.11 ,0.12 ,0.100 ,,,0.5833333333,,,,,,,,,,,,,41.3,15.3,,,,,,,,,,,,,,
2021,4,27,SP,KS,2,KS2-H,H,15:23,24.3 ,34.0 ,8.50 ,10.38 ,123.90 ,3.5 ,0.01 ,0.12 ,0.10 ,0.062,,,1.016666667,,,,,,,,,,,,,25.3,22,,,,,,,,,,,,,,
2021,4,27,SP,KS,2,KS2-M,M,15:18,24.2 ,33.9 ,8.48 ,10.64 ,126.50 ,4.8 ,0.01 ,0.14 ,0.10 ,0.076,,,0.7000000,,,,,,,,,,,,,28,13.3,,,,,,,,,,,,,,
2021,4,27,SP,KS,2,KS2-L,L,15:12,24.1 ,33.7 ,8.14 ,8.65 ,103.00 ,14.7 ,0.01 ,0.21 ,0.11 ,0.095,,,0.7000000,,,,,,,,,,,,,38.7,22.3,,,,,,,,,,,,,,
2021,4,27,SP,KS,3,KS3-H,H,15:51,23.6 ,34.6 ,8.56 ,10.30 ,121.60 ,8.7 ,0.01 ,0.07 ,0.10 ,0.076,,,0.8500000,,,,,,,,,,,,,30.7,41.3,,,,,,,,,,,,,,
2021,4,27,SP,KS,3,KS3-M,M,15:48,24.2 ,34.4 ,8.41 ,10.72 ,128.00 ,8.6 ,0.01 ,0.07 ,0.09 ,0.072,,,0.6000000,,,,,,,,,,,,,44,19.3,,,,,,,,,,,,,,
2021,4,27,SP,KS,3,KS3-L,L,15:44,24.1 ,34.1 ,8.32 ,8.76 ,104.30 ,4.9 ,0.01 ,0.07 ,0.09 ,0.062,,,0.7000000,,,,,,,,,,,,,32,15.3,,,,,,,,,,,,,,
2021,4,28,SP,KS,1,KS1滿,滿,12:02,23.7 ,33.4 ,7.96 ,8.34 ,98.50 ,13.2 ,0.01 ,0.08 ,0.22 ,0.0092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,28,SP,KS,2,KS2滿,滿,14:14,23.0 ,18.2 ,8.01 ,7.92 ,92.40 ,53.4 ,0.06 ,0.62 ,0.96 ,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
